id,recipename_id,NumStep,StepDesc
635,154,7,"When the dough is about half-proofed, set your oven to 450 degrees.  If you have a baking stone, set it in the oven at the same time.  I long ago sacrificed a small cast iron skillet to the oven.  I just leave it on the floor of the oven all the time, so that when I bake bread that needs the crisp, crackly crust, I add a cup of boiling water (very carefully, mind you) to the skillet and shoot the bread that I’ve proofed on a sheet of parchment right in onto the stone.  Give both some thought.  Together they make a significant difference in the quality of the final bread."
636,154,8,"This part goes fast:  just before you put the bread in the oven,  pour the hot water into the skillet if you have one, and carefully set it on the oven floor.  Slash the bread diagonally 3 or 4 times with a serrated knife held at an acute angle.  Get the bread into the oven.  Set a timer for 15 minutes.  Don’t open the oven until it goes off.  Then, re-set the timer for another 15 minutes, open the oven and quickly rotate the bread 180 degrees.  The bread is done when it reaches an internal temperature of between 200 to 205 degrees.  A boule will take about 5 minutes longer than a baguette shape."
637,154,9,"When done, remove from the oven and cool on a rack for about 15 minutes before slicing.  It’s worth the wait."
638,155,1,Heat oven to 325 degrees. Pulse 1/4 cup of the pine nuts  in a food processor until coarsely ground. Break the almond paste with your hands; add to the processor; process until just mixed. Add the sugar; process until mixture is crumbly. Add the egg whites and vanilla; process until the dough begins to come together. Add the flour and salt; process until fully blended and smooth.
639,155,2,"Pour the remaining pinenuts into a small bowl. Using a teaspoon and slightly moistened hands, take about 1 teaspoon of batter and roll it into a ball. Gently drop the ball in the pine nuts and turn until completely coated. Place the cookies 2 inches apart on parchment-lined baking sheets. Bake for 20 minutes, until lightly browned."
640,155,3,"Cool on racks. Dust with powdered sugar before serving, if desired. Stored in an airtight container, cookies should last for 7-10 days."
641,156,1,Purée one can of garbanzo beans with their liquid together with the canned tomatoes in a blender.
642,156,2,Strain and rinse the remaining can of beans.
643,156,3,"Heat the oil in a large pot over medium heat and sauté the sausage until browned, about 5 minutes."
644,156,4,"Add onion, garlic, rosemary, thyme, basil, salt, pepper and chili flakes to the pan."
645,156,5,"Sauté about 8 minutes, until the onions are soft and golden brown, then add kale and sauté an additional 2 minutes."
646,156,6,"Add white wine and simmer until liquid is reduced, about 5 minutes."
647,156,7,"Add bean and tomato purée, remaining beans, broth, parmesan rind and pasta."
648,156,8,"Simmer until pasta is tender and mixture is thick, stirring occasionally, about 20 minutes (add more broth if necessary)."
649,156,9,Mix in ¼ cup cheese and adjust seasoning to taste.
650,156,10,Ladle into soup bowls and top with remaining cheese and parsley.
651,156,11,Serve with toasted bread rubbed with garlic.
652,157,1,"SAUTE THE MUSHROOMS: In a skillet, heat 3 Tbsp olive oil over MEDIUM HIGH heat.  When the oil is hot, add the sliced mushrooms and saute until golden brown, 5-6 minutes.  Season with a little salt and pepper and then set aside to cool."
653,157,2,"TOSS THE SALAD: In a large serving bowl, whisk the remaining 4 Tbsp olive oil with the lemon juice. Add a little salt and pepper and then taste. Add more oil or lemon juice as you like. Add the celery, cooled mushrooms, cheese, and parsley to the bowl and toss until combined. Season with sea salt and pepper and serve."
654,158,1,Preheat the oven to 425 degrees.
655,158,2,"Separate the dough into 4 pieces and roll into 1 inch balls. Let rest on the counter covered by a towel. Add the oil to a skillet on medium high. Once the oil is hot, add the garlic and oil. Cook just until fragrant, about 1 minute. Leave in the skillet to cool."
656,158,3,"Add the crumbled feta, sundried tomatoes and thyme to a large bowl. Add the oil mixture to the feta."
657,158,4,"Cook the pasta for 4 minutes, or until softened but still crisp. drain, reserving 1/2 cup pasta water (just in case you need more than 1/3 to 1/4 cup as the recipe calls for)."
658,158,5,"Toss the pasta with the other ingredients in the bowl. Add the pasta water, a bit at a time, and stir until a creamy texture is formed. Some of the feta chunks will remain."
659,158,6,Put the pasta in a casserole dish and tuck the dough balls into the mixture. Cover with tin foil and bake for 10 minutes. Remove the tinfoil and bake another 10-15 minutes or until the rolls are browned on top.
660,159,1,Preheat oven to 375 degrees F. Position racks in the upper and lower thirds of the oven. Line two large baking sheets with parchment paper.
661,159,2,"In a medium bowl, stir wine and olive oil."
662,159,3,"In a large bowl, stir sugar, flour, baking powder, and fennel seed. Stir in liquids. Stir until well blended and a dough begins to forms. Lightly work the dough with your hands until the texture is oily, smooth, and springy. If the dough is too sticky, then mix in 1 tablespoon of all-purpose flour at a time, until smooth."
663,159,4,"Using your hands, pinch off a 2-tablespoon size piece of dough. Roll the dough between lightly floured hands. Roll into a thin cigar shape that is approximately 8 inches long. Form a U shape, then criss-cross the pieces until a braid forms. Place 15 biscuits per baking sheet. Brush tops of biscuits with egg wash. Bake for 40 minutes, rotating pans mid-way through. Biscuits should have a golden color and be crisp on the bottom. Remove from oven and place on a cookie rack to cool completely."
664,159,5,"Biscuits should be stored in an air-tight tin container (preferably tin to maintain their crispness) and kept in a cool area, such as a cupboard. Properly stored, they should last up to one month."
665,160,1,"Start by washing your herbs, fruit, and veggies to remove any dirt and dust from the skins.  

Since we're using whole ingredients, skins/leaves intact, ORGANIC INGREDIENTS ARE MUCH PREFERRED.  Any toxins that can exist in the whole foods will most likely exist in the skins and leaves and can be easily transfered into your syrup...  no fun."
666,160,2,"In a medium sauce pot over low heat, combine sugar, water, and honey.  Stir to dissolve."
667,160,3,"Skin your cucumber, slice your orange into quarters, strip and lightly muddle your thyme leaves."
668,160,4,"Turn your heat up to medium and add cucumber skins, orange 1/4, and thyme leaves to the sugar water.  
Bring your mixture to a medium simmering boil and cook until the syrup goes transparent (about 2 minute).  Let the mixture cool 2 minutes."
669,160,5,"Strain the cooked syrup through a fine wire sieve to remove large solids and whole pieces then again through layered cheese cloth to filter out any remaining particulates.

This syrup can be canned via a traditional boiling method and will keep, once opened for 3 - 4 weeks in the fridge."
670,160,6,Frost your glasses in the freezer 1 hour prior to using them.
671,160,7,Fill glasses half way with ice and a few cucumber shavings.
672,160,8,"Top ice with your simple syrup and limonciello [optional] then fill with sparkling water.  Garnish with an orange slice. 

Serve on a warm, breezy summer evening, garnished with friends and family!"
673,160,9,ENJOY!
674,161,1,"Get your pasta started: cook in hot water as per package directions, when cooked, drain and keep warm."
675,161,2,"Prick your sausages with a fork and cook in skillet on stove or grill them. When cooked, slice."
676,161,3,"In a medium saucepan with a lid, warm olive oil and add pancetta or bacon. Cook, stirring, on medium for a minute, then add onion. Cook on medium until onion is softened, but not browned."
677,161,4,"Add red peppers and plum tomatoes. Turn heat to low and cook, covered, for about 15 minutes, stirring occasionally and adding a tablespoon or two of water if it starts to become dry."
678,161,5,"Add vodka, garlic (reserving ½ tsp for shrimp), and red pepper flakes. Turn heat to medium, cook for a minute or two, stirring."
679,161,6,"Cover, return heat to low, and cook on low for another 30 minutes or so, stirring occasionally and adding small amounts of water if needed. You want it to be somewhere between soupy and dry."
680,161,7,"Remove lid, with a fork whisk in softened butter, and season with salt & pepper to taste."
681,161,8,"Don’t cook the shrimp until just before you’re ready to serve. In clean skillet heat 1T butter and 1T olive oil on med high. Add shrimp, turn heat to high and cook for a minute, add garlic, cook for another minute or two, on both sides, until just cooked."
682,161,9,"To serve, toss warm cooked pasta with sauce. Place sliced sausage and shrimp on top, and garnish with oregano. If you’re not Italian, feel free to serve with cheese."
683,162,1,"First, hard boil your eggs. Put eggs in small saucepan. Add enough cold water so that eggs are thoroughly covered. Add a teaspoon salt to the pan. Turn heat to high. When water starts to boil, turn heat off pan and cover. Leave eggs for 15 minutes, then drain in colander and rinse with cold water until eggs feel cool to the touch. Carefully peel eggs and slice into small dice."
684,162,2,"While eggs are cooking, add about 1 quart cold water to medium-size pan and turn heat on burner to medium-high. Wash potatoes. If your fingerlings are tiny, cut in half; if they are larger in size, cut into quarters. Do not peel. When water has reached a lively simmer, add potatoes and 1/2 tablespoon salt to water. Turn heat down slightly so that potatoes stay at a simmer, but aren't at an angry boil. Cook potatoes for about 10-15 minutes. Test a potato with a sharp knife for doneness. You want it thoroughly tender. There is nothing worse than not-quite-cooked potatoes in potato salad! Drain potatoes in colander. Return to sauce pan and cover to keep warm."
685,162,3,"While potatoes are cooking, make the garlic and oil dressing. Peel garlic and mince into very tiny dice. Put garlic and olive oil in small heavy skillet. Turn heat on burner to low. Garlic will start to bubble in about 4-5 minutes. Give an occasional stir once in a while. You may be tempted to turn heat up, so that garlic will cook faster. Resist this impulse -- garlic burns very easily and it only takes a second or two! About two minute  after garlic starts to bubble, add crushed red pepper flakes. Give the ingredients in the pan a good stir, so that the red pepper flakes get coated with the oil. Continue to cook for another five minutes or so. Take garlic off heat when it starts to look translucent and it is giving off a lovely, heady aroma. You want it to stop cooking just before it turns brown. The best way to tell if it is done is to taste it. It should taste sweet and garlicky (not at all raw) and should be a little crunchy."
686,162,4,"Finally, it is salad assembly time! Put potatoes (hopefully, they are still warm) in serving bowl or picnic container. Add diced egg and parsley. Pour garlic and oil mixture over eggs and potatoes, making sure to get every last drop of the garlic oil and all of the little bits of garlic. It may look like too much dressing at first, but don't worry -- the potatoes will absorb it all. Add lemon juice. Using a large spoon, mix ingredients carefully, so that the potatoes and eggs don't break apart but get a nice coating of the garlic and oil. Find a fork and sample the salad. It may need a bit more salt or possibly more lemon juice. I usually don't add black pepper to this salad because of the zippiness the red pepper flakes provide."
687,162,5,"Serve immediately while the potato salad is still warm. Or pack in a picnic basket to eat at room temperature al fresco. Or stick in the fridge or in a cooler, filled with ice packs, to enjoy cold. Savor every bite!"
688,163,1,In a large saute pan heat the oil and add the garlic and crushed red pepper.  Saute for about 2 minutes and add the ground fennel seed.
689,163,2,"Add the tomato, oregano and anchovies and simmer for about 2 minutes."
690,163,3,Add the chicken broth and continue to simmer for 3 or 4 more minutes.  Adjust seasoning with salt and black pepper if desired.
691,163,4,Line the leeks in a 9 x 11 inch shallow baking dish.  Spread the fennel slices over and then pour the sauce over all.
692,163,5,Cover tightly with foil and bake at 350F for 45 minutes.
693,163,6,Raise the oven temp to 400F and bake uncovered for 15 minutes.
694,163,7,"Combine the panko and cheese, sprinkle over the casserole and bake (at 400F) another 10 minutes.  Serve warm or at room temperature."
695,164,1,Preheat oven to 375 degrees.  Place baguette rounds on parchment paper on baking sheet.
696,164,2,"Cut thin slices of cheese, and place one slice on each round. The cheese is a bit crumbly, but that's OK -  you can place some of the crumbles on the bread."
697,164,3,Top each round with a 1/2 teaspoon of fig preserve.
698,164,4,Drizzle the balsamic glaze over each bread round.
699,164,5,"Place baking pan in the oven, and bake for about 10 - 12 minutes, or until the cheese starts to melt.  Just keep an eye on it as you don't want to cheese to be too melted and the fig jam to start dripping down."
700,164,6,"Transfer rounds to a serving plate, and enjoy with your Italian wine!"
701,165,1,Cook your past till al dente in a large pot of water that is heavily salted.  Reserve a cup or two of the cooking liquid.
702,165,2,"Sweat the onions in half of the butter until translucent.  Add the tomatoes, parsley and oregano.  Add a little of the pasta water to bring everything together. Combine the sauce with the cooked pasta, season well and garnish with the cheese."
703,166,1,"Combine the bread crumbs, milk, grated garlic and grated onions in a bowl and mix to combine.  Let it sit for 5 minutes.  Combine the beef, egg, parmesan and parsley with the bread crumb mixture and mix very well. ( I used the paddle attachment on my mixer.)  Season with a half a teaspoon of salt and a few turns of fresh ground pepper.  Make a walnut sized meatball.  Place a small saute pan over medium heat.  Add some oil and saute the meatball until it is done.  Taste and adjust the seasoning as necessary.  Keep in mind the garlic and onion will grow stronger as the mix sets so you are really only tasting for salt.  Place them in the fridge while you cut you veggies."
704,166,2,Roll the meatballs making them golf ball size.  I used a #20 scoop.Heat a large 14 inch non stick skillet over medium high heat.  These meatballs start out very tender but firm up as the fat is rendered.  Add a couple of glugs of olive oil and gently add the meatballs and brown them on all sides.  Remove them to a sheet tray with sides when they are finished browning.
705,166,3,Heat the oven to 375 degrees.  Bring a large pot of salted water to a boil.
706,166,4,"Empty out the grease and put the pan back on the heat.  Add a glug or two of olive oil and add the prosciutto.  Once the prosciutto is crisp add the chopped onions, carrots,  and celery.  Saute until they begin to soften but don't brown.  Add the garlic."
707,166,5,"Once you smell the garlic add the wine, tomato paste and the bay leaves.  Reduce the wine to a glaze and then add the stock and rosemary sprig.  Reduce the liquid by half.  Add the milk and cream.  Let it come to a boil and then then place the pan into the oven."
708,166,6,Slide the meatballs into the oven too.  Set a timer for 16 minutes.
709,166,7,About 4 minutes before the timer goes off drop the noodles into the pot of boiling water and cook for 3 to 4 minutes.(if you are not using fresh pasta start to cook it according to the time on the box and plan to have it done at the same time as the ragu)  Remove the pasta and let it drain.  Remove the sauce and meatballs from the oven.  Remove the bay leaves and rosemary sprig from the sauce.  The sauce should not be thick but should be reduced.
710,166,8,To plate hold the end of a noodle with a clean towel.  Place about a tablespoon of sauce between each layer as you bunch it on the plate.  Place three meatballs on top drizzle with some ragu and grate more cheese over the top and serve.
711,167,1,"Start with the cake. Preheat the over to 175 C / 350 F. Grease two 22 cm / 9 inch round spring-form cake pans, then line the bottom with parchment paper. Grease the top of the parchment paper and dust the whole pan with flour, shaking out the excess."
712,167,2,Add the two teaspoons of lavender to the two cups of sugar and place in a seal-able Tupperware. Shake and let sit for at least 30 minutes.
713,167,3,"After the sugar has infused with the lavender, add it to the butter (lavender and all) in the bowl of a stand mixer. Cream together until light yellow and fluffy. Add  the eggs one at a time. When fully incorporated, add the vanilla sugar (or vanilla extract) and coconut extract and mix well."
714,167,4,"In a separate bowl, sift together the flour, baking powder, baking soda, and salt. With the mixer on low, alternately add the dry ingredients and the coconut milk to the batter in three parts. Mix until just combined. Fold in the 4 ounces of coconut."
715,167,5,"Pour the batter evenly into the two prepared cake pans. Bake for 45 to 55 minutes, until a toothpick come out clean. Cool completely before removing from the spring-form and frosting."
716,167,6,"Now it's time for the frosting. Add the teaspoon of lavender to the 1 1/2 cups sugar in a sealable Tupperwave. Cover, shake, and allow to sit for at least 30 minutes."
717,167,7,"Combine the lavender-infused sugar (1 1/2 cups) and the water in a small saucepan (lavender and all) and bring to a boil. Using a candy thermometer, simmer the syrup until it reaches 238 F."
718,167,8,"Meanwhile, beat the egg whites and cream of tartar in the bowl of a stand mixer until it forms stiff peaks. Slowly add the remaining 1/4 cup sugar with the mixer on. Once incorporate, slowly pour in the hot syrup with the mixer running on high speed. Your white will deflate a good bit, but don’t panic J Once all of the syrup has been added, continue to beat the white for 7 minutes, or until they regain some of their height and are stiff again."
719,167,9,"With the mixer still running, add the butter a bit at a time, allowing each addition to be fully incorporated. Your mixture may look like it is separating, but continue to remain calm and just beat the hell out of it until it resembles frosting."
720,167,10,"Frost the bottom layer of your now-cooled cake with a healthy dose of frosting. If you’re feeling indulgent, add a layer of strawberries! Place the second layer on top, then frost the entire cake. Once frosted, dust the cake with the sweetened shredded coconut. This makes a very tall and large cake, so cut small pieces. Enjoy!"
721,168,1,"Dry fish filets and sprinkle both sides with za'atar spice rub.
You will not use all of it.  Some will go into the sauce when cooking and you will probably have some left over."
722,168,2,"In a large saucepan (You will ultimately put the pasta in this pan so it should be large.), heat oil over medium heat, and saute shallots, onions and garlic till soft but not browned, about 3-5 minutes.  Pour in tomatoes and wine, and turn up heat so that sauce comes to low boil.  Reduce heat to low and simmer until slightly reduced, about 5 minutes.  Stir in about a tablespoon of za'atar and add spinach, stirring till wilted."
723,168,3,"Boil salted water for pasta.  While water is coming up to boil, cut fish into 1 inch pieces, and put fish and seasoning into tomato sauce.  Stir so that fish pieces are completely covered. Stir in chopped kalamata olives and red pepper flakes (or aleppo pepper)."
724,168,4,"Cook the pasta to just al dente.  Drain pasta, reserving about 1/4 cup of pasta water in case you need it for the sauce (I didn't.).  Stir pasta into sauce, taking care to leave fish in rather large chunks.  Taste and adjust seasoning.  You may want to add salt and pepper or more za'atar seasoning."
725,168,5,"To serve, spoon pasta with sauce onto plate and sprinkle with chopped parsley, lemon zest and sesame seeds."
726,169,1,Bring a large pot of salted water to a boil. Cut the asparagus where the tip and stem meet. Cut the stems into 1/2-inch pieces.
727,169,2,"Warm the oil in a large saute pan over medium heat. Add the garlic and cook for 1 minute, until softened on the edges. Add the asparagus and season with salt. Cook, stirring to turn and distribute the asparagus, until crisp-tender, about 6 to 8 minutes. Stir in the lemon zest. Remove from the burner."
728,169,3,"When the water comes to a boil, add the spaghetti and cook until al dente. Scoop out about 1/3 cup pasta water, and set aside. Drain the spaghetti and add it to the asparagus along with the butter. Place over medium heat. Use tongs to toss and melt the butter. Add half the lemon juice and toss again. Taste and adjust seasoning, adding more lemon juice and salt if needed. If the spaghetti is dry, fold in some of the pasta water."
729,169,4,Divide among 2 plates. Season with pepper. Sprinkle with parmesan. Drop 2 tablespoonfuls of ricotta on top of each. Devour.
730,170,1,"Preheat oven to 350°F. Season the short ribs with salt and pepper. Heat oil on high heat in a large dutch oven, or heavy oven-safe pot with a lid. Place the short ribs, 4 at a time, in the oil and sear for 3 to 5 minutes a side until browned. Remove to a plate a repeat with remaining ribs."
731,170,2,"Reduce the heat to medium-low and allow for the oil to cool down for a minute or two before proceeding. Add garlic, onions, and a pinch of salt and cook until the onions have softened. Add wine and scrape the browned bits of the bottom of the pan with a wooden spoon."
732,170,3,"Return the short ribs to the pot and add beef broth, the bunch of sage, rosemary, bay leaf, and star anise. Bring to a boil, cover, and remove from heat. Transfer to the oven and braise for 3 hours"
733,170,4,"Once finished and the meat is falling of the bone, remove the short ribs to plate or carving board. Remove the meat from the bone and set aside until needed. Discard bones and fat (or use for a beef stock later)."
734,170,5,"At this time, boil water for the pasta and cook pasta according to package directions."
735,170,6,"With a spoon, skim the fat off of the remaining cooking juices. Try to remove as much as possible as there tends to be a good amount.  Another suggestion is to cook the ribs until this point the day before and place in refrigerator.  You will be able to take the chunks of white fat off the top.  Quick and easy tip!"
736,170,7,"With a spoon, skim the fat off of the remaining cooking juices. Try to remove as much as possible as there tends to be a good amount."
737,170,8,"Over medium heat, bring the jus, or cooking juices, to a simmer. Add cremini mushrooms, chopped sage, and butter or veal demi glace. Simmer for 5 minutes or longer.  I prefer a longer slow cook time to really bring out the layered flavors.
Strain the pasta and transfer to the sauce."
738,170,9,Strain the pasta and transfer to the sauce. Add the short rib meat and toss to coat. Plate and serve with parmesan cheese.  Recipe inspired by In Sock Monkey Slippers
739,171,1,Preheat the oven to 300 degrees. Line 2 cookie sheets with silpat liners or parchment. Place pine nuts “pignoli” in a shallow dish.
740,171,2,"Combine granulated sugar, confectioners’ sugar, flour and salt in a medium bowl and lightly toss."
741,171,3,"Place almond paste in a mixing bowl of an electric mixer and mix to break up. Add beaten egg whites and mix on low speed until smooth. Add almond extract and flour mixture and beat until flour is blended in, about 30 seconds. Do not over beat."
742,171,4,"Using a teaspoon or a scooper, scoop up a rounded spoon of dough and push dough side into the pine nuts so that they stick to dough. Ease dough out of scoop so that pine nuts are facing up on baking sheet. Place 2″ apart and re-apply any loose nuts."
743,171,5,Bake cookies for about 25 minutes. Use the shorter baking time if you like soft cookies; the longer baking time if you like them chewy. Cool 1 minute and remove to a rack to cool completely. Dust with confectioners’ sugar.
744,172,1,Pre-heat the oven to 300ºF with rack in the middle.
745,172,2,Butter and flour a 10 inch diameter springform pan.
746,172,3,"In a pan over medium heat, put the wine, the crushed juniper berries and the cinnamon stick and bring to a simmer. Remove from the heat and infuse for 30 minutes. Strain and discard the berries and the cinnamon."
747,172,4,"Put the wine back in the pan over medium low heat and add the sugar, butter and the chocolate powder. Stir to dissolve the sugar and completely melt the butter. Remove from the heat and allow to cool completely."
748,172,5,"Seperate the egg yolks from the whites, putting the egg whites in a bowl of a stand mixer."
749,172,6,"Lightly beat with a fork the egg yolks and 1 tablespoon of sifted flour. Add 1/4 cup of the wine mixture to the egg yolks, mix  and pour the eggs in the pan with the wine and sugar. Stir to mix well."
750,172,7,Set aside 2/3 cup of this mixture that will be used to glaze the chocolate cake.
751,172,8,"In a stand mixer fitted with the whisk beater, beat the egg whites to hard peaks."
752,172,9,"Sift the remaining flour with the baking powder in a bowl. Add the wine, sugar and egg mixture and mix just enough to incorporate everything. Add the Rum and lastly fold in the egg whites very lightly with a spatula."
753,172,10,Transfer the cake mixture to the buttered and floured springform pan and bake for 40 minutes.
754,172,11,Put the apricot jam and the hot water in a pan over medium low heat and allow to warm up to thin it.
755,172,12,"When the cake is baked, put it on a cooling rack, allow to cool for a couple of minutes and unmold. Spread the apricot jam on top of the cake which should be still hot, and finally pour the reserved chocolate glaze over the apricot, spreading well with an icing spatula. Allow to cool completely."
756,172,13,"Serve with a light creme anglaise, some blueberries and raspberies."
757,173,1,Combine all ingredients and refrigerate while preparing everything else.
758,173,2,"Drizzle a little olive oil on the bottom of a roasting pan large enough to accommodate the fish.  Lay the fish in the pan and drizzle a little more oil over, sprinkle with salt and lay the lemon slices over.  Roast in a 425F pre heated oven for 10 to 20 minutes, depending on the thickness of your fish. You want the fish just cooked through and not dry.  Remove from the oven and cool. Remove the lemon slices and discard."
759,173,3,"Once the fish has cooled to room temperature, place the pasta in a large mixing bowl and stir in the juice from 1/2 of the lemon. Break the fish into medium size chunks and add it to the bowl.  Add the diced cucumber and then gently fold in the dressing stirring to coat everything.  Chill for a couple of hours."
760,173,4,"When ready to serve, taste and season with the salt and white pepper. Serve with a lemon wedge to squeeze over each serving."
761,174,1,"Rinse & debeard mussels, discarding any that will not close. Refrigerate them in a bowl with ice and/or cold water."
762,174,2,"Remove the sausage casing. In a lidded pot big enough to hold the mussels, brown sausage in 1 tablespoon olive oil."
763,174,3,"Set sausage aside, leaving the fat in the pan. Add another tablespoon olive oil."
764,174,4,Add fennel and shallots and sauté over medium heat until the fennel softens and begins to caramelize.
765,174,5,Remove the fennel and shallots and set aside (with sausage).
766,174,6,"Add the remaining olive oil to the pot with the garlic, red pepper flakes & saffron. Sauté 2 to 3 minutes."
767,174,7,Add Pernod and bring to a boil.
768,174,8,"Add rinsed mussels, cover pot, and cook for 5 to 10 minutes, shaking occasionally, until the mussels open."
769,174,9,"Add half & half, sausage, fennel, and half of the fennel pollen. Cook an additional 3 minutes, shaking the pot a few more times."
770,174,10,"To serve, sprinkle the mussels with the remaining fennel pollen and a handful of fennel fronds. An additional drizzle of olive is nice, too."
771,174,11,"Serve with crusty bread, lightly toasted and rubbed with garlic."
772,175,1,"Bring a pot of well-salted water to a boil over high heat. Blanch the Swiss chard for 5 minutes. Scoop out the chard, and drain well, squeezing out as much of the water as possible. Chop again and set aside."
773,175,2,"Keep the pot of water boiling, and add the spaghetti noodles. Follow the directions on the packet for making the spaghetti. Drain and set aside, retaining about 1 cup of liquid from cooking the noodles."
774,175,3,"Fry bacon until just crispy. Add the shallot and saute until soft, adding olive oil if needed."
775,175,4,Add the Swiss chard and toss well to break up the chard clumps.
776,175,5,"Combine the ricotta and Parmesan cheeses in a small bowl, and add the lemon zest, salt, and red pepper flakes. Add to the Swiss chard mixture in the saute pan and mix well."
777,175,6,"Add cooked spaghetti, and some of the pasta water as needed."
778,175,7,Serve warm.
779,176,1,Cook  pasta in boiling water with 1 Tbsp butter unit al dente.
780,176,2,"While the pasta cooks, make the sauce.
Cook and stir  1 Tbsp butter and 1 Tbsp flour until brown.
Gradually pour in  the cream. Blend and simmer until the sauce thickens. Add the  shrimp Cook and stir 1 minute."
781,176,3,"Add  the scallops. Cook a few more minutes.
Season with a little cayenne pepper, salt, and a few pinches of saffron."
782,176,4,"Turn off heat and let stand.
Meanwhile  melt remaining 2 Tbsp butter in a large saucepan over medium heat.  Sautee peppers    a few minutes until tender but not soft."
783,176,5,Drain pasta and arrange on a platter. Mound the seafood/sauce mixture in the middle and surround with alternating layers of the colored pepper rings.
784,176,6,Sprinkle with  the  parsley and serve immediately.
785,177,1,Cook pasta according to package directions.
786,177,2,"Meanwhile, combine remaining ingredients, except basil, in a large bowl (large enough to hold the pasta too) and gently stir to combine."
787,177,3,"Season raw sauce to taste with salt and freshly ground black pepper.
When pasta is al dente, scoop the pasta directly over the sauce and gently toss to combine."
788,177,4,"Add more olive oil, salt, and freshly ground black pepper to taste. Sprinkle basil slices over the top and serve immediately."
789,178,1,Place all of the ingredients (including the oil from the tuna) in a food processor or blender and process until smooth. Refrigerate.
790,178,2,Cook the pasta per package directions. Quickly rinse in cool water and drain.  Place the pasta in a large mixing bowl and stir in the lemon juice.  Let the pasta cool to room temperature.
791,178,3,"Once the pasta has cooled add the cucumber, chick peas, red onion and parsley.  Stir in the tonnato sauce and refrigerate a few hours before serving."
792,178,4,NOTE:  If after refrigerating the salad seems a little dry (sometimes that happens!) just stir in a little more mayo or extra virgin olive oil to your taste.
793,179,1,"Gently but thoroughly mix together the ground beef and ground Italian sausage (removing from the casings if any), along with the Italian spices, chopped onion, chopped Bell pepper and 1 clove of minced garlic."
794,179,2,"Press the mixture into a jelly roll pan using a rolling pin to make a flat even layer.  Cut the meat into 2"" squares."
795,179,3,Grill 2-3 minutes on each side or until cooked through to a temperature of at least 165.
796,179,4,"If not using freshly baked dinner rolls, wrap the rolls in foil and warm on the top rack of the grill while the burgers are cooking on their second side.  If using fresh rolls time them to be hot out of the oven when the burgers are done."
797,179,5,"When the burgers are done, place a slice of Mozzerella on each burger and tent with foil while preparing the buns."
798,179,6,"Whisk together olive oil, balsamic and remaining clove of minced garlic"
799,179,7,"Place the burger with cheese on the bottom of the bun, add a slice of tomato and two good sized basil leaves and drizzle each burger with the balsamic/olive oil dressing."
800,180,1,Preheat oven to 400 degrees.
801,180,2,Brown the diced pancetta in a small skillet then set aside atop a paper towel to absorb the grease.
802,180,3,"In a large bowl, mix the flour, sugar, baking powder and salt. Stir in the cheese and mix well."
803,180,4,"In a separate bowl, whisk together the egg, milk and butter."
804,180,5,"Pour the milk mixture into the dry ingredients, add the pancetta, and stir until well combined. The resulting batter will be thick and sticky."
805,180,6,Spray two mini-muffin pans with baking spray and fill each cup with the muffin batter (a melon baller does the job nicely).
806,180,7,Bake at 400 degrees for 15-20 minutes. Remove immediately and serve warm.
807,181,1,"Bring two pots of water to boil, meanwhile scrub the potatoes and stab them with a knife.  Once the water is boiling toss in the potatoes and cook until easily impaled. This should take around 20 minutes."
808,181,2,"Once the potatoes are done remove them from the heat, for a quick cool down run cold water over them.  Put the lasagna noodles in the other pot of boiling water and set the time for about 10 minutes"
809,181,3,Once the potatoes are cooled pinch off their skin.  Cut them into small pieces and mash them up with the goat cheese.  (Note if you want them creamy heat them up a little while you are doing this). Salt to taste.
810,181,4,"In a sauce pan heat the butter on medium-low. Add the sage and cook until browned, about 4-5 minutes."
811,181,5,Drain the lasagna noodles.  Place a few noodles on a plate and scoop some of the sweet potatoe mixture around them.  Repeat this until all the noodles and mix are used up.
812,181,6,Crack some pepper on top and devour!
813,182,1,"To prep broccoli rabe:  Rinse thoroughly to remove any grit hiding among the leaves.  Cut off the tough bottom ends, and split any stalks that are more than ½” thick.  Toss the rabe with olive oil, water and salt.  Leave to soften for 5 to 10 minutes at room temperature.  (Technique for prepping and grilling broccoli rabe adapted from Judy Rodgers' The Zuni Cafe Cookbook.)"
814,182,2,"To prep ricotta:  Mix together ricotta, lemon zest, Aleppo pepper, 2 to 3 tsp extra virgin olive oil, and just enough lemon juice to loosen to a good spreading consistency.  Cover and set aside."
815,182,3,"To get the grill ready:  Prepare a gas grill with all burners on medium, or a charcoal grill with hot coals. Clean the grilling rack if needed, and brush it with olive oil."
816,182,4,"To grill piadina:  Brush both sides of each round with olive oil and grill over moderate heat, turning once, until golden and cooked through, about 2 minutes per side.  They should be crispy and charred in spots but still soft and pliable.  Remove from grill, and wrap in foil or a dish towel to keep the flatbread warm while you continue grilling."
817,182,5,"To grill broccoli rabe: Arrange the broccoli rabe in a single layer on the grill. Grill about 2 to 3 minutes per side, or until tender and blistered in spots. (Taste if you're unsure if the stalks are tender.) If the stalks are charring quickly but aren't tender, spray or drizzle a few drops of water on them. Remove from grill onto a large platter or sheet pan to cool. (You don’t want to stack the broccoli rabe while it’s still hot because it’ll lose its crisp, papery texture.)"
